label,os,is_mobile,country,pageviews
0,(not set),True,Nigeria,1
0,(not set),True,India,1
0,(not set),True,Bangladesh,1
0,Windows Phone,True,Vietnam,9
0,(not set),True,Cameroon,1
0,(not set),False,(not set),1
0,(not set),False,(not set),1
0,(not set),True,Congo - Kinshasa,1
0,(not set),True,Malaysia,1
0,(not set),False,(not set),1
0,(not set),True,Sudan,1
0,(not set),True,Morocco,1
0,(not set),True,Pakistan,1
0,(not set),True,Pakistan,1
0,(not set),True,India,1
0,Windows Phone,True,Vietnam,1
0,Windows Phone,True,Vietnam,5
0,(not set),True,Indonesia,1
0,(not set),True,India,1
0,(not set),False,United States,1
0,(not set),True,India,1
0,Windows Phone,True,Germany,1
0,iOS,True,United States,3
0,iOS,True,United States,3
0,iOS,True,United States,4
0,iOS,True,United States,4
0,iOS,True,United States,5
0,iOS,True,United States,5
0,iOS,True,United States,5
0,iOS,True,United States,6
0,iOS,True,Japan,6
0,iOS,True,United States,13
0,iOS,True,United States,9
0,iOS,True,United States,16
0,iOS,True,United States,15
0,iOS,True,United States,18
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,2
0,iOS,True,India,2
0,iOS,True,Turkey,2
0,iOS,True,United States,2
0,iOS,True,Germany,2
0,iOS,True,United States,2
0,iOS,True,United States,3
0,iOS,True,United States,3
0,iOS,True,United States,3
0,iOS,True,Japan,3
0,iOS,True,United States,2
0,iOS,True,United States,3
0,iOS,True,Australia,3
0,iOS,True,Colombia,3
0,iOS,True,United States,3
0,iOS,True,Japan,3
0,iOS,True,Canada,3
0,iOS,True,United States,3
0,iOS,True,United States,3
0,iOS,True,Philippines,3
0,iOS,True,United States,3
0,iOS,True,United States,3
0,iOS,True,United States,3
0,iOS,True,United Kingdom,3
0,iOS,True,United States,3
0,iOS,True,United States,3
0,iOS,True,United States,3
0,iOS,True,United States,4
0,iOS,True,Philippines,4
0,iOS,True,United Kingdom,4
0,iOS,True,United Kingdom,4
0,iOS,True,United States,3
0,iOS,True,United States,4
0,iOS,True,United States,4
0,iOS,True,United States,3
0,iOS,True,Japan,4
0,iOS,True,United States,4
0,iOS,True,United States,4
0,iOS,True,Sweden,4
0,iOS,True,United States,5
0,iOS,True,United States,5
0,iOS,True,Canada,4
0,iOS,True,United States,5
0,iOS,True,Puerto Rico,4
0,iOS,True,Australia,5
0,iOS,True,United States,5
0,iOS,True,United States,4
0,iOS,True,United States,4
0,iOS,True,United States,5
0,iOS,True,United States,5
0,iOS,True,United States,6
0,iOS,True,United States,6
0,iOS,True,United Kingdom,3
0,iOS,True,United Kingdom,6
0,iOS,True,United States,6
0,iOS,True,United States,7
0,iOS,True,United States,7
0,iOS,True,United States,7
0,iOS,True,United States,6
0,iOS,True,United States,4
0,iOS,True,United States,7
0,iOS,True,United States,7
0,iOS,True,United States,7
0,iOS,True,United States,5
0,iOS,True,United States,7
0,iOS,True,United States,7
0,iOS,True,United States,8
0,iOS,True,Netherlands,7
0,iOS,True,Puerto Rico,9
0,iOS,True,United States,8
0,iOS,True,United States,10
0,iOS,True,United States,9
0,iOS,True,United States,11
0,iOS,True,United States,8
0,iOS,True,France,7
0,iOS,True,United States,9
0,iOS,True,United States,9
0,iOS,True,Norway,12
0,iOS,True,United States,14
0,iOS,True,United States,11
0,iOS,True,United States,15
0,iOS,True,Australia,9
0,iOS,True,United States,20
1,iOS,True,United States,26
1,iOS,True,United States,25
1,iOS,True,United States,62
0,iOS,True,India,1
0,iOS,True,Germany,1
0,iOS,True,Netherlands,1
0,iOS,True,United States,1
0,iOS,True,Austria,1
0,iOS,True,India,1
0,iOS,True,Netherlands,1
0,iOS,True,India,1
0,iOS,True,India,1
0,iOS,True,United States,1
0,iOS,True,Denmark,1
0,iOS,True,Slovakia,1
0,iOS,True,United States,1
0,iOS,True,India,1
0,iOS,True,Netherlands,1
0,iOS,True,Russia,1
0,iOS,True,India,1
0,iOS,True,Ireland,1
0,iOS,True,India,1
0,iOS,True,India,1
0,iOS,True,United Kingdom,1
0,iOS,True,India,1
0,iOS,True,Malaysia,1
0,iOS,True,China,1
0,iOS,True,Japan,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United Arab Emirates,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,Costa Rica,1
0,iOS,True,Japan,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,Taiwan,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United Kingdom,1
0,iOS,True,Canada,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,Canada,1
0,iOS,True,United States,1
0,iOS,True,United Kingdom,1
0,iOS,True,Japan,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,Taiwan,1
0,iOS,True,Australia,1
0,iOS,True,United States,1
0,iOS,True,Japan,1
0,iOS,True,Taiwan,1
0,iOS,True,United States,2
0,iOS,True,India,2
0,iOS,True,United States,2
0,iOS,True,United States,2
0,iOS,True,United States,1
0,iOS,True,United States,2
0,iOS,True,Canada,2
0,iOS,True,Ireland,2
0,iOS,True,United States,2
0,iOS,True,United States,2
0,iOS,True,United States,2
0,iOS,True,United States,2
0,iOS,True,Canada,2
0,iOS,True,United States,3
0,iOS,True,United States,3
0,iOS,True,Taiwan,3
0,iOS,True,United States,3
0,iOS,True,United States,3
0,iOS,True,United States,3
0,iOS,True,United States,4
0,iOS,True,United States,4
0,iOS,True,United States,3
0,iOS,True,China,3
0,iOS,True,Taiwan,3
0,iOS,True,United States,3
0,iOS,True,United States,2
0,iOS,True,United States,2
0,iOS,True,United States,2
0,iOS,True,United States,2
0,iOS,True,United States,2
0,iOS,True,United States,2
0,iOS,True,Latvia,1
0,iOS,True,Australia,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United Kingdom,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,Japan,1
0,iOS,True,Netherlands,1
0,iOS,True,United States,1
0,iOS,True,United States,1
0,iOS,True,United States,1
